z,mass,mass_err,SFR,sSFR,Z_Mannucci,Z_Dopita,deltaZ,Z_R23,Z_NHa,q,surf_bright,HaHb,bdec_frac_err,logR23,logNHa,OIII/OII,NII/OII,OIII/SII,NII/SII,Hbeta_ratio,Hdelta_eqw,D4000,vdisp,A_v
0.085,10.321,0.199,-0.352,-10.672,8.947,9.104,0.157,8.932,8.962,6.646,20.830,6.237,0.189,0.509,-0.475,-1.485,-0.489,-1.037,-0.041,1.771,1.704,1.358,119.200,0.657
0.104,9.602,0.158,-0.103,-9.705,8.755,8.814,0.059,8.705,8.805,7.335,21.009,3.891,0.045,0.735,-0.636,-0.444,-0.743,0.208,-0.092,0.346,6.022,1.134,0.000,1.508
0.089,10.202,0.148,0.254,-9.947,8.990,9.123,0.132,9.005,8.976,7.333,19.595,4.202,0.025,0.406,-0.462,-0.732,-0.317,-0.261,0.154,0.504,7.218,1.213,49.478,1.742
0.106,10.598,0.209,0.486,-10.112,8.938,9.117,0.179,8.942,8.934,7.090,20.313,7.598,0.103,0.495,-0.500,-0.884,-0.469,-0.270,0.145,0.836,5.560,1.437,92.683,1.332
0.102,10.494,0.208,0.009,-10.485,8.960,9.087,0.126,9.025,8.896,7.237,20.223,5.662,0.098,0.376,-0.537,-0.774,-0.389,-0.280,0.105,1.122,1.275,1.339,69.510,0.664
0.124,10.463,0.220,0.542,-9.920,8.957,9.082,0.126,8.968,8.945,7.230,20.319,4.693,0.037,0.459,-0.490,-0.770,-0.408,-0.257,0.105,0.273,3.864,1.222,111.697,0.819
0.218,10.082,0.193,0.353,-9.729,9.009,9.021,0.012,9.079,8.939,7.669,21.071,3.461,0.070,0.284,-0.495,-0.557,-0.205,-0.340,0.012,0.273,6.612,1.142,0.000,1.148
0.079,10.112,0.197,-0.830,-10.942,8.963,9.174,0.211,8.963,0.000,7.269,20.186,4.007,0.142,0.467,-0.344,-0.833,-0.238,-0.409,0.187,1.012,3.029,1.675,87.266,0.339
0.080,10.433,0.196,0.048,-10.385,8.983,9.344,0.361,8.955,9.011,6.647,20.215,7.187,0.161,0.478,-0.433,-1.525,-0.411,-0.756,0.358,0.945,4.627,1.507,102.860,1.200
0.139,10.333,0.170,0.338,-9.995,8.819,8.929,0.111,8.754,8.883,7.376,20.595,3.919,0.046,0.696,-0.551,-0.479,-0.635,0.173,0.017,0.284,6.263,1.143,95.618,1.728
0.123,10.375,0.194,0.213,-10.162,9.013,9.093,0.080,9.007,9.019,7.320,20.538,4.313,0.057,0.403,-0.426,-0.765,-0.280,-0.398,0.087,0.398,5.632,1.234,112.277,0.280
0.181,10.453,0.185,0.397,-10.056,9.061,9.157,0.096,9.104,9.017,7.493,20.861,4.721,0.097,0.238,-0.428,-0.696,-0.127,-0.404,0.165,0.647,3.671,1.301,39.059,0.943
0.172,10.172,0.173,0.497,-9.675,9.016,9.121,0.105,9.023,9.009,7.304,20.640,4.096,0.051,0.378,-0.435,-0.774,-0.290,-0.353,0.131,0.420,6.166,1.203,142.306,1.098
0.108,10.149,0.166,-0.305,-10.454,8.890,8.982,0.092,8.909,8.872,6.883,20.921,4.492,0.102,0.537,-0.563,-1.085,-0.565,-0.611,-0.091,0.777,4.517,1.253,15.676,0.655
0.096,10.109,0.171,-0.512,-10.621,8.982,9.075,0.093,8.918,9.046,7.178,20.699,3.839,0.084,0.526,-0.407,-0.834,-0.399,-0.362,0.073,0.788,3.243,1.311,47.766,0.291
0.074,9.762,0.155,-0.480,-10.242,8.726,8.629,-0.096,8.725,8.726,7.260,20.613,3.452,0.041,0.720,-0.729,-0.455,-0.823,0.084,-0.285,0.452,8.506,1.130,53.701,1.463
0.084,10.239,0.156,-0.626,-10.866,9.004,9.123,0.119,9.004,9.004,7.557,20.094,3.344,0.059,0.408,-0.438,-0.583,-0.272,-0.125,0.186,0.891,4.130,1.309,54.590,0.905
0.083,10.413,0.195,-0.301,-10.714,8.823,8.882,0.059,8.744,8.903,7.145,20.835,4.539,0.066,0.705,-0.531,-0.692,-0.667,-0.109,-0.084,0.525,7.184,1.339,109.231,1.853
0.112,9.684,0.225,0.072,-9.613,8.745,8.698,-0.047,8.771,8.719,7.170,20.809,3.808,0.035,0.682,-0.738,-0.555,-0.831,0.047,-0.228,0.307,5.482,1.127,132.831,1.576
0.111,10.289,0.202,-0.676,-10.966,9.054,9.081,0.027,9.054,0.000,7.702,20.748,3.345,0.103,0.327,-0.325,-0.592,-0.080,-0.452,0.060,0.965,3.626,1.333,54.861,0.460
0.091,10.554,0.209,-0.258,-10.813,8.948,9.086,0.138,8.988,8.909,7.049,20.757,5.023,0.099,0.432,-0.525,-0.952,-0.432,-0.454,0.066,0.677,1.336,1.450,121.020,1.155
0.117,9.754,0.203,-0.527,-10.281,8.957,8.970,0.013,8.931,8.982,7.271,21.355,3.651,0.103,0.509,-0.457,-0.733,-0.404,-0.383,-0.055,0.565,-1.411,1.175,103.117,1.631
0.128,10.346,0.168,-0.057,-10.403,9.011,9.070,0.058,9.089,8.933,7.307,20.778,4.064,0.074,0.265,-0.501,-0.800,-0.231,-0.543,0.026,0.478,5.593,1.238,119.353,0.762
0.139,9.955,0.135,0.440,-9.515,8.662,8.623,-0.039,8.676,8.648,7.390,20.538,3.730,0.031,0.756,-0.825,-0.289,-0.898,0.365,-0.244,0.243,6.613,1.149,123.794,0.500
0.127,9.807,0.224,-0.128,-9.934,9.101,9.135,0.034,9.101,0.000,7.456,21.015,4.170,0.082,0.243,-0.383,-0.743,-0.066,-0.579,0.098,0.387,2.383,1.353,83.602,0.158
0.080,10.619,0.171,0.380,-10.239,9.009,9.131,0.122,9.048,8.971,7.383,19.369,5.198,0.034,0.338,-0.466,-0.728,-0.245,-0.335,0.149,0.657,5.667,1.326,122.511,0.670
0.089,9.891,0.206,-0.713,-10.604,8.942,9.061,0.119,8.951,8.933,7.366,21.186,3.521,0.084,0.483,-0.501,-0.645,-0.407,-0.132,0.105,0.375,5.943,1.196,91.908,-0.057
0.083,10.066,0.182,-0.354,-10.420,8.977,9.141,0.165,8.996,8.957,7.254,20.814,4.787,0.079,0.419,-0.478,-0.768,-0.365,-0.213,0.190,0.734,4.990,1.408,63.960,1.237
0.084,10.439,0.187,-0.256,-10.696,9.087,9.180,0.093,9.087,0.000,7.426,19.605,3.866,0.044,0.269,-0.344,-0.762,-0.072,-0.523,0.167,0.651,4.218,1.506,77.004,0.501
0.083,10.194,0.185,-0.098,-10.293,9.080,9.203,0.123,9.164,8.997,7.625,20.271,4.330,0.042,0.118,-0.444,-0.653,0.016,-0.453,0.217,0.515,4.006,1.323,69.014,1.164
0.080,9.604,0.173,-0.458,-10.063,8.719,8.639,-0.080,8.765,8.673,7.213,21.368,4.398,0.068,0.687,-0.795,-0.480,-0.869,0.119,-0.270,0.567,5.018,1.229,154.299,1.036
0.162,10.399,0.225,1.265,-9.133,8.844,8.942,0.097,8.801,8.888,7.624,19.170,3.839,0.016,0.654,-0.546,-0.355,-0.543,0.227,0.039,0.151,5.687,1.084,96.682,1.244
0.085,9.623,0.170,-0.547,-10.170,8.906,8.812,-0.095,8.968,8.844,7.405,20.904,3.590,0.059,0.460,-0.592,-0.583,-0.452,-0.325,-0.194,0.538,4.240,1.280,87.391,1.149
0.176,10.653,0.219,0.576,-10.076,9.115,9.230,0.115,9.115,0.000,7.584,20.840,4.724,0.070,0.217,-0.382,-0.656,-0.046,-0.316,0.294,0.379,3.041,1.360,36.374,1.481
0.190,10.329,0.206,0.240,-10.089,9.018,9.158,0.140,8.975,9.061,7.170,21.238,4.377,0.127,0.450,-0.397,-0.891,-0.313,-0.414,0.164,0.435,3.241,1.362,0.000,0.915
0.084,9.956,0.241,-0.534,-10.490,8.781,8.677,-0.104,0.000,8.781,6.771,20.595,4.465,0.143,1.135,-0.663,-0.801,-1.259,0.245,-0.213,1.177,7.057,1.132,588.644,-0.050
0.112,10.548,0.201,0.310,-10.238,8.974,9.102,0.128,8.920,9.028,6.997,20.950,6.898,0.157,0.524,-0.420,-1.003,-0.448,-0.473,0.081,0.782,2.404,1.396,377.560,1.778
0.101,9.860,0.187,-0.262,-10.123,8.876,8.729,-0.147,8.938,8.813,7.224,21.658,4.506,0.123,0.500,-0.627,-0.674,-0.552,-0.412,-0.290,0.251,4.905,1.318,850.000,-0.886
0.233,10.648,0.169,0.483,-10.165,8.973,9.041,0.068,8.972,8.975,7.217,21.080,3.889,0.069,0.455,-0.463,-0.799,-0.388,-0.383,0.027,0.430,6.882,1.222,0.000,2.057
0.161,10.696,0.207,0.547,-10.149,9.006,9.197,0.191,9.006,0.000,7.740,20.505,4.966,0.067,0.404,-0.357,-0.541,-0.162,-0.073,0.307,0.404,4.427,1.198,46.678,1.105
0.169,10.033,0.212,0.275,-9.757,8.944,8.958,0.014,9.022,8.867,7.305,21.045,4.184,0.091,0.380,-0.568,-0.703,-0.401,-0.365,-0.062,0.309,4.889,1.166,83.706,0.208
0.169,10.027,0.175,0.542,-9.485,8.720,8.747,0.027,8.623,8.816,6.998,20.884,5.080,0.090,0.790,-0.623,-0.732,-0.862,-0.076,-0.207,0.283,8.418,1.254,282.865,-0.354
0.168,10.353,0.209,0.902,-9.452,8.948,9.048,0.099,8.957,8.939,7.104,20.749,5.150,0.047,0.475,-0.495,-0.893,-0.432,-0.438,0.023,0.178,5.847,1.314,150.329,0.465
0.071,10.324,0.169,-0.048,-10.372,9.051,9.213,0.162,9.150,8.951,7.293,20.131,4.661,0.044,0.148,-0.484,-0.851,-0.112,-0.526,0.213,0.363,1.640,1.310,66.736,0.995
0.072,10.227,0.194,-0.213,-10.441,8.988,9.148,0.160,8.989,8.987,7.092,20.249,4.687,0.064,0.430,-0.453,-0.940,-0.373,-0.415,0.152,0.528,4.506,1.349,94.370,0.664
0.192,10.003,0.186,0.523,-9.480,8.847,8.924,0.078,8.859,8.834,7.162,21.153,4.270,0.070,0.595,-0.603,-0.695,-0.631,-0.106,-0.043,0.266,6.621,1.191,85.127,0.237
0.102,10.494,0.208,0.020,-10.474,8.927,9.112,0.185,8.993,8.861,7.243,20.244,5.753,0.133,0.424,-0.574,-0.735,-0.435,-0.130,0.171,0.924,4.244,1.300,90.740,0.758
0.085,10.522,0.210,0.346,-10.176,8.932,9.162,0.230,8.932,0.000,7.055,20.415,7.455,0.100,0.509,-0.359,-0.985,-0.369,-0.456,0.160,0.789,5.161,1.427,104.838,1.619
0.164,10.043,0.179,0.417,-9.626,8.872,8.873,0.001,8.927,8.816,7.260,21.032,4.080,0.052,0.515,-0.624,-0.625,-0.569,-0.159,-0.103,0.313,5.313,1.117,0.000,1.030
0.090,10.771,0.199,-0.113,-10.885,8.902,8.895,-0.007,8.962,8.841,7.224,20.307,5.622,0.138,0.468,-0.596,-0.706,-0.506,-0.314,-0.114,0.891,1.634,1.604,159.339,1.256
0.167,10.199,0.189,0.281,-9.918,8.921,8.977,0.055,8.925,8.918,7.188,20.655,3.654,0.051,0.518,-0.515,-0.757,-0.495,-0.290,-0.028,0.405,6.113,1.151,72.623,1.183
0.124,10.027,0.188,0.199,-9.829,9.018,9.225,0.207,9.018,0.000,7.532,20.794,4.527,0.082,0.386,-0.352,-0.643,-0.179,-0.125,0.338,0.401,3.119,1.178,129.894,0.828
0.123,9.851,0.186,-0.186,-10.037,8.877,8.909,0.032,8.871,8.882,7.209,21.278,3.961,0.103,0.582,-0.552,-0.677,-0.575,-0.174,-0.072,0.392,6.893,1.319,0.000,0.976
0.155,10.458,0.189,0.293,-10.165,9.017,9.188,0.171,9.014,9.020,7.144,20.598,4.187,0.059,0.393,-0.426,-0.927,-0.297,-0.428,0.202,0.455,4.031,1.215,96.294,1.608
0.091,10.146,0.179,-0.813,-10.959,9.045,9.094,0.049,9.158,8.933,7.219,20.750,3.393,0.099,0.131,-0.501,-0.925,-0.126,-0.799,-0.001,0.708,5.207,1.394,56.566,0.659
0.091,10.239,0.196,0.255,-9.984,8.951,9.039,0.088,8.921,8.981,7.172,20.866,5.122,0.041,0.523,-0.457,-0.807,-0.450,-0.318,0.039,0.255,6.195,1.268,90.123,2.044
0.161,11.042,0.207,0.600,-10.442,9.002,9.166,0.164,9.097,8.907,7.706,20.267,5.901,0.109,0.251,-0.527,-0.530,-0.219,-0.047,0.264,0.953,5.504,1.363,124.356,1.179
0.114,10.254,0.186,-0.188,-10.441,9.047,9.104,0.058,9.116,8.977,7.812,20.745,4.193,0.073,0.216,-0.461,-0.536,-0.078,-0.345,0.113,0.506,4.751,1.371,77.277,0.919
0.124,10.061,0.177,0.199,-9.862,9.012,9.112,0.100,9.050,8.973,7.353,20.654,4.300,0.050,0.334,-0.464,-0.790,-0.155,-0.561,0.074,0.341,7.633,1.169,0.000,0.747
0.072,10.566,0.188,-0.304,-10.870,9.022,9.206,0.184,9.080,8.964,7.096,20.314,5.015,0.078,0.283,-0.473,-1.017,-0.220,-0.616,0.181,0.570,0.963,1.324,80.498,1.259
0.075,10.306,0.200,-0.551,-10.857,8.809,9.025,0.216,8.809,0.000,6.962,21.029,4.796,0.108,0.647,-0.382,-1.000,-0.524,-0.491,-0.016,0.548,1.906,1.424,55.063,2.122
0.079,10.332,0.188,0.110,-10.222,8.944,9.107,0.162,8.908,8.981,6.968,20.283,5.774,0.059,0.539,-0.458,-1.024,-0.478,-0.455,0.091,0.617,2.630,1.328,78.072,2.080
0.157,10.877,0.198,0.497,-10.380,8.970,9.171,0.201,8.970,0.000,7.146,20.076,4.996,0.080,0.457,-0.328,-0.946,-0.257,-0.537,0.152,0.649,2.296,1.391,136.329,0.923
0.226,10.375,0.207,0.772,-9.603,8.856,8.965,0.109,8.777,8.936,6.991,20.943,5.011,0.070,0.677,-0.498,-0.878,-0.655,-0.257,-0.033,0.487,7.671,1.176,67.680,1.864
0.105,9.574,0.189,-0.056,-9.630,8.769,8.848,0.078,8.709,8.830,7.505,20.736,3.631,0.039,0.732,-0.608,-0.334,-0.674,0.296,-0.043,0.224,7.276,1.184,120.140,1.414
0.079,9.957,0.174,-0.547,-10.504,8.975,9.056,0.081,8.935,9.016,7.182,20.324,3.595,0.060,0.505,-0.429,-0.828,-0.401,-0.381,0.046,0.473,3.086,1.270,68.799,0.526
0.121,10.386,0.173,0.338,-10.048,8.858,8.972,0.114,8.812,8.904,7.135,20.397,4.825,0.063,0.643,-0.529,-0.734,-0.617,-0.114,0.004,0.488,6.515,1.193,171.122,1.242
0.071,10.340,0.168,-0.163,-10.503,9.044,9.241,0.197,9.135,8.953,7.432,19.785,4.655,0.047,0.177,-0.482,-0.748,-0.104,-0.337,0.307,0.777,4.470,1.290,65.545,0.433
0.092,10.076,0.182,-0.729,-10.805,8.981,9.080,0.099,9.045,8.917,7.056,21.115,4.217,0.127,0.342,-0.517,-1.000,-0.344,-0.638,0.018,0.673,4.047,1.351,0.000,0.271
0.091,10.455,0.189,-0.044,-10.498,9.071,9.165,0.094,9.071,0.000,7.352,19.922,4.327,0.045,0.298,-0.345,-0.809,-0.091,-0.585,0.133,0.381,3.830,1.354,79.007,0.594
0.092,10.287,0.213,-0.330,-10.617,8.819,8.891,0.071,8.697,8.941,6.927,20.727,5.499,0.164,0.741,-0.493,-0.936,-0.705,-0.357,-0.126,0.905,7.069,1.381,107.193,0.973
0.154,10.157,0.220,0.091,-10.066,9.064,9.276,0.212,9.088,9.041,6.869,21.254,4.664,0.125,0.268,-0.410,-1.307,-0.200,-0.895,0.212,0.816,4.995,1.408,84.285,2.137
0.109,10.274,0.181,-0.199,-10.472,9.107,9.191,0.084,9.181,9.033,7.865,20.282,3.549,0.053,0.081,-0.416,-0.585,0.107,-0.505,0.187,0.469,5.485,1.189,77.720,1.031
0.175,10.606,0.221,0.954,-9.651,8.883,9.068,0.185,8.821,8.944,7.239,20.589,5.497,0.052,0.635,-0.490,-0.653,-0.558,0.059,0.154,0.238,4.699,1.302,168.007,0.995
0.155,9.855,0.208,0.375,-9.480,8.906,8.959,0.052,8.926,8.887,7.493,21.022,4.101,0.052,0.517,-0.547,-0.496,-0.464,-0.024,0.009,0.164,7.050,1.246,181.387,0.444
0.121,10.064,0.118,-0.072,-10.136,8.916,9.028,0.112,8.854,8.978,7.129,20.846,4.370,0.074,0.600,-0.460,-0.799,-0.530,-0.223,0.046,0.499,6.645,1.228,55.946,0.252
0.092,10.410,0.191,-0.320,-10.731,9.043,9.246,0.202,9.043,0.000,7.212,20.235,4.307,0.077,0.345,-0.339,-0.928,-0.138,-0.528,0.261,0.545,1.445,1.381,85.884,0.535
0.121,10.664,0.178,0.511,-10.153,8.966,9.192,0.227,8.909,9.022,6.743,20.682,6.788,0.107,0.538,-0.424,-1.321,-0.496,-0.676,0.149,0.502,3.396,1.326,135.556,1.253
0.101,9.756,0.161,-0.635,-10.391,8.809,8.741,-0.067,8.879,8.738,7.401,21.038,3.029,0.057,0.573,-0.714,-0.441,-0.658,0.025,-0.193,0.458,7.029,1.135,60.171,1.738
0.298,10.875,0.508,0.922,-9.953,8.971,9.102,0.131,8.933,9.009,7.319,20.721,3.875,0.032,0.508,-0.434,-0.698,-0.389,-0.158,0.151,0.391,6.278,1.180,65.410,1.377
0.151,10.541,0.220,0.035,-10.506,9.087,9.265,0.178,9.087,0.000,7.366,20.616,3.902,0.064,0.270,-0.355,-0.802,-0.079,-0.392,0.332,0.439,2.621,1.369,99.665,0.001
0.169,11.120,0.208,0.316,-10.804,9.051,9.274,0.223,9.112,8.989,7.449,20.193,4.901,0.120,0.222,-0.450,-0.749,-0.063,-0.314,0.372,1.124,1.730,1.534,176.296,0.932
0.152,10.700,0.199,0.648,-10.052,9.048,9.176,0.128,9.031,9.066,7.349,20.672,5.073,0.047,0.366,-0.393,-0.770,-0.218,-0.347,0.204,0.260,1.903,1.334,173.857,1.621
0.115,9.773,0.182,-0.043,-9.816,8.882,8.895,0.013,8.909,8.856,7.411,21.108,3.839,0.045,0.537,-0.580,-0.521,-0.529,-0.053,-0.061,0.329,5.706,1.185,96.981,1.390
0.094,10.386,0.162,-0.031,-10.417,8.949,9.008,0.059,8.966,8.933,7.277,20.300,4.629,0.047,0.463,-0.501,-0.722,-0.411,-0.307,0.004,0.813,5.737,1.288,86.513,2.083
0.116,10.667,0.211,-0.223,-10.890,9.082,9.160,0.078,9.082,0.000,7.784,19.989,3.890,0.083,0.278,-0.373,-0.560,-0.070,-0.294,0.195,1.088,3.005,1.521,189.955,0.880
0.280,10.807,0.509,1.320,-9.487,8.988,9.181,0.192,8.971,9.006,7.140,20.868,5.385,0.045,0.456,-0.437,-0.893,-0.366,-0.306,0.221,0.290,5.861,1.214,116.193,1.067
0.155,9.883,0.188,0.198,-9.686,8.926,8.973,0.048,8.935,8.917,7.377,20.972,3.480,0.030,0.505,-0.517,-0.610,-0.446,-0.172,-0.007,0.266,6.441,1.104,0.000,0.628
0.158,10.198,0.190,0.386,-9.812,9.051,9.150,0.099,9.048,9.054,7.360,20.725,4.073,0.040,0.338,-0.401,-0.768,-0.199,-0.417,0.153,0.298,4.364,1.208,84.225,1.144
0.075,10.268,0.190,0.145,-10.123,9.064,9.169,0.105,9.148,8.980,7.251,19.917,4.966,0.028,0.152,-0.458,-0.908,-0.086,-0.712,0.109,0.433,5.717,1.300,64.374,0.958
0.123,10.155,0.154,0.051,-10.104,8.914,9.029,0.115,8.903,8.924,7.214,20.455,3.692,0.033,0.544,-0.510,-0.722,-0.500,-0.162,0.060,0.428,6.293,1.204,109.878,0.665
0.111,10.209,0.184,-0.407,-10.616,8.976,9.072,0.096,9.074,8.878,7.230,20.921,3.793,0.064,0.293,-0.556,-0.830,-0.312,-0.473,0.044,0.615,2.114,1.255,106.127,0.935
0.115,10.297,0.167,-0.289,-10.586,9.059,9.145,0.086,9.085,9.033,7.219,20.432,3.589,0.053,0.272,-0.416,-0.914,-0.158,-0.665,0.091,0.712,5.249,1.245,53.261,0.547
0.110,9.989,0.180,-0.225,-10.214,9.009,9.063,0.054,9.073,8.945,7.182,20.911,3.932,0.047,0.294,-0.490,-0.903,-0.267,-0.639,-0.002,0.502,7.433,1.207,85.063,1.276
0.075,9.852,0.765,-0.457,-10.308,8.822,8.737,-0.085,8.857,8.788,7.446,20.608,3.350,0.026,0.598,-0.656,-0.426,-0.620,-0.010,-0.203,0.375,8.231,1.208,20.519,1.110
0.110,10.528,0.181,-0.253,-10.781,9.007,9.180,0.172,9.093,8.922,6.908,20.710,4.167,0.058,0.258,-0.512,-1.232,-0.261,-0.887,0.083,0.630,2.227,1.292,86.538,0.239
0.109,10.607,0.212,0.573,-10.034,9.126,9.234,0.109,9.126,0.000,7.423,20.004,5.590,0.035,0.196,-0.370,-0.776,-0.026,-0.498,0.252,0.378,3.700,1.352,150.295,1.334
0.108,10.184,0.172,0.228,-9.956,8.929,9.047,0.118,8.948,8.911,7.077,20.652,4.805,0.035,0.488,-0.523,-0.888,-0.485,-0.364,0.039,0.349,3.378,1.220,76.081,0.623
0.190,10.649,0.191,0.748,-9.901,8.957,9.119,0.162,8.924,8.990,7.123,20.689,5.218,0.056,0.518,-0.450,-0.868,-0.437,-0.286,0.144,0.309,7.435,1.249,99.721,0.875
0.122,10.528,1.108,0.473,-10.056,8.981,9.167,0.186,8.981,0.000,7.402,20.076,5.613,0.049,0.441,-0.378,-0.700,-0.268,-0.206,0.227,0.528,2.479,1.377,239.753,0.889
0.242,10.454,0.244,0.554,-9.901,9.051,9.181,0.130,9.051,0.000,7.220,21.015,3.963,0.039,0.332,-0.379,-0.902,-0.185,-0.554,0.162,0.331,5.156,1.195,120.662,1.313
0.122,10.661,0.190,0.539,-10.122,8.997,9.132,0.135,9.009,8.986,7.297,20.157,5.441,0.042,0.400,-0.454,-0.770,-0.310,-0.304,0.156,0.586,6.870,1.302,109.076,1.687
0.139,9.828,0.180,0.258,-9.570,8.875,8.928,0.054,8.871,8.878,7.352,20.741,3.780,0.029,0.582,-0.556,-0.560,-0.548,-0.036,-0.025,0.329,7.090,1.178,83.350,1.790
0.100,9.831,0.207,-0.350,-10.181,8.936,8.936,0.001,9.006,8.866,7.249,20.959,3.921,0.053,0.405,-0.569,-0.738,-0.419,-0.413,-0.094,0.415,5.156,1.267,161.713,0.412
0.111,10.582,0.184,-0.377,-10.958,9.033,9.280,0.247,9.056,9.010,6.994,20.518,4.294,0.105,0.323,-0.434,-1.131,-0.244,-0.587,0.299,1.162,-0.251,1.374,132.660,0.447
0.180,10.810,0.183,0.792,-10.018,9.010,9.228,0.217,9.041,8.980,7.021,20.374,5.494,0.053,0.349,-0.458,-1.067,-0.302,-0.532,0.233,0.466,5.465,1.340,133.984,0.768
0.191,10.453,0.241,0.576,-9.878,8.974,9.092,0.118,8.947,9.001,7.500,20.951,4.515,0.070,0.489,-0.441,-0.574,-0.345,-0.072,0.157,0.314,5.638,1.188,82.786,0.806
0.091,10.261,0.199,-0.549,-10.810,8.963,9.012,0.049,8.978,8.948,7.044,20.819,4.078,0.077,0.446,-0.487,-0.974,-0.408,-0.627,-0.060,0.631,4.353,1.250,58.357,0.660
0.221,9.829,0.210,0.365,-9.465,8.881,8.894,0.013,8.912,8.850,7.360,21.031,3.401,0.042,0.534,-0.586,-0.563,-0.533,-0.102,-0.072,0.244,6.390,1.114,105.222,0.356
0.247,10.504,0.202,0.850,-9.654,9.032,9.170,0.138,9.027,9.038,7.244,20.622,4.129,0.032,0.372,-0.412,-0.847,-0.253,-0.414,0.180,0.370,4.781,1.186,107.662,1.588
0.109,11.089,0.221,0.268,-10.822,9.027,9.252,0.226,9.027,0.000,7.196,20.089,5.255,0.061,0.372,-0.356,-0.925,-0.190,-0.439,0.296,0.530,1.195,1.314,162.701,1.019
0.092,10.502,0.181,-0.005,-10.507,9.068,9.161,0.092,9.068,0.000,7.093,20.118,4.830,0.053,0.303,-0.374,-1.034,-0.187,-0.760,0.088,0.619,4.139,1.392,86.047,0.559
0.099,10.656,0.189,-0.236,-10.892,9.027,9.251,0.224,9.085,8.969,7.085,20.599,4.527,0.084,0.273,-0.468,-1.032,-0.214,-0.557,0.261,0.614,5.195,1.359,163.852,0.294
0.098,10.162,0.177,-0.192,-10.354,9.009,9.146,0.137,9.000,9.018,7.349,20.587,4.660,0.074,0.414,-0.427,-0.733,-0.290,-0.259,0.184,0.688,5.128,1.367,75.718,-0.217
0.094,10.188,0.187,-0.517,-10.706,9.014,9.058,0.045,9.004,9.023,7.218,20.682,3.998,0.074,0.407,-0.424,-0.853,-0.294,-0.548,0.011,0.531,7.328,1.426,110.083,1.030
0.099,10.558,0.203,-0.055,-10.612,9.024,9.137,0.113,9.024,0.000,7.557,20.143,4.452,0.050,0.376,-0.383,-0.623,-0.195,-0.253,0.175,0.649,4.536,1.327,111.244,2.034
0.076,10.595,0.182,-0.101,-10.697,9.056,9.304,0.248,9.060,9.052,7.085,20.006,5.280,0.053,0.318,-0.403,-1.034,-0.210,-0.433,0.392,0.694,4.128,1.499,82.461,1.640
0.177,10.195,0.245,0.156,-10.039,9.016,9.104,0.088,8.982,9.049,7.428,20.890,3.902,0.066,0.440,-0.405,-0.676,-0.273,-0.275,0.127,0.306,5.823,1.249,95.479,0.537
0.071,9.159,0.157,-0.656,-9.815,8.668,8.580,-0.088,8.650,8.686,7.171,21.060,3.590,0.040,0.773,-0.778,-0.482,-0.940,0.139,-0.319,0.316,4.417,1.166,152.200,1.174
0.090,9.951,0.199,-0.383,-10.334,8.936,8.978,0.042,8.991,8.880,7.222,20.782,3.928,0.048,0.426,-0.554,-0.770,-0.422,-0.398,-0.050,0.491,4.705,1.266,22.507,0.796
0.114,9.574,0.329,0.399,-9.175,8.511,8.518,0.007,8.464,8.558,7.456,21.030,3.893,0.019,0.866,-0.940,-0.127,-1.048,0.619,-0.302,0.051,4.833,1.015,850.000,0.726
0.108,9.706,0.188,-0.306,-10.013,8.823,8.791,-0.032,8.843,8.803,7.398,20.953,3.668,0.042,0.612,-0.638,-0.462,-0.631,0.023,-0.146,0.328,4.275,1.202,99.608,0.181
0.099,10.205,0.177,0.013,-10.192,9.058,9.136,0.078,9.059,9.057,7.388,20.075,3.609,0.027,0.318,-0.399,-0.756,-0.173,-0.457,0.126,0.364,5.985,1.202,73.622,0.499
0.080,10.027,0.226,0.229,-9.798,8.954,9.063,0.110,8.931,8.977,7.378,19.618,3.737,0.017,0.510,-0.461,-0.640,-0.398,-0.134,0.108,0.301,6.742,1.126,74.498,1.092
0.156,10.227,0.221,0.463,-9.764,8.826,8.907,0.081,8.780,8.872,7.043,20.978,4.945,0.052,0.674,-0.562,-0.789,-0.695,-0.165,-0.071,0.333,4.756,1.172,22.398,-0.064
0.082,10.195,0.189,-0.505,-10.701,9.096,9.204,0.108,9.096,0.000,7.519,20.197,3.914,0.057,0.253,-0.313,-0.714,-0.024,-0.479,0.212,0.678,2.893,1.461,93.117,0.278
0.113,10.957,0.205,0.437,-10.520,8.998,9.218,0.219,8.998,0.000,7.262,20.191,5.884,0.060,0.416,-0.339,-0.842,-0.233,-0.342,0.268,0.686,4.668,1.330,154.688,1.570
0.229,10.382,0.182,0.593,-9.789,9.055,9.173,0.118,9.055,0.000,7.577,20.894,3.729,0.046,0.325,-0.357,-0.641,-0.110,-0.325,0.206,0.293,7.329,1.272,120.881,0.795
0.082,9.748,0.151,-0.037,-9.785,8.803,8.819,0.017,8.799,8.806,7.330,19.829,3.279,0.019,0.656,-0.634,-0.491,-0.678,0.078,-0.109,0.325,6.873,1.159,52.789,0.719
0.084,9.695,0.190,-0.159,-9.855,8.819,8.926,0.107,8.771,8.866,7.362,21.143,4.294,0.034,0.682,-0.568,-0.487,-0.640,0.165,0.012,0.244,4.530,1.252,119.465,1.359
